GHG Constraint,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechCost,,,,,,
,,,,,,
region,supplysector,tranSubsector,stub-technology,period,minicam-non-energy-input,input-cost
AL,trn_freight_road,Medium truck,FCEV,2040,non-energy,0.205261
AL,trn_freight_road,Medium truck,FCEV,2045,non-energy,0.202488
AL,trn_freight_road,Medium truck,FCEV,2050,non-energy,0.196272
AL,trn_freight_road,Medium truck,FCEV,2055,non-energy,0.196272
AL,trn_freight_road,Medium truck,FCEV,2060,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2065,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2070,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2075,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2080,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2085,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2090,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2095,non-energy,0.192888
AL,trn_freight_road,Medium truck,FCEV,2100,non-energy,0.192888
AL,trn_pass_road,Bus,BEV,1990,non-energy,2.07
AL,trn_pass_road,Bus,BEV,2005,non-energy,2.07
AL,trn_pass_road,Bus,BEV,2010,non-energy,2.07
AL,trn_pass_road,Bus,BEV,2015,non-energy,2.07
AL,trn_pass_road,Bus,BEV,2020,non-energy,2.07
AL,trn_pass_road,Bus,BEV,2025,non-energy,0.872079
AL,trn_pass_road,Bus,BEV,2030,non-energy,0.840042
AL,trn_pass_road,Bus,BEV,2035,non-energy,0.807946
AL,trn_pass_road,Bus,BEV,2040,non-energy,0.775909
AL,trn_pass_road,Bus,BEV,2045,non-energy,0.743872
AL,trn_pass_road,Bus,BEV,2050,non-energy,0.699712
AL,trn_pass_road,Bus,BEV,2055,non-energy,0.699712
AL,trn_pass_road,Bus,BEV,2060,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2065,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2070,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2075,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2080,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2085,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2090,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2095,non-energy,0.687648
AL,trn_pass_road,Bus,BEV,2100,non-energy,0.687648
AL,trn_pass_road,Bus,FCEV,1990,non-energy,1.4364
AL,trn_pass_road,Bus,FCEV,2005,non-energy,1.4364
AL,trn_pass_road,Bus,FCEV,2010,non-energy,1.4364
AL,trn_pass_road,Bus,FCEV,2015,non-energy,1.4364
AL,trn_pass_road,Bus,FCEV,2020,non-energy,1.4364
AL,trn_pass_road,Bus,FCEV,2025,non-energy,0.78293
AL,trn_pass_road,Bus,FCEV,2030,non-energy,0.776794
AL,trn_pass_road,Bus,FCEV,2035,non-energy,0.770599
AL,trn_pass_road,Bus,FCEV,2040,non-energy,0.764463
AL,trn_pass_road,Bus,FCEV,2045,non-energy,0.758327
AL,trn_pass_road,Bus,FCEV,2050,non-energy,0.739384
AL,trn_pass_road,Bus,FCEV,2055,non-energy,0.739384
AL,trn_pass_road,Bus,FCEV,2060,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2065,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2070,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2075,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2080,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2085,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2090,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2095,non-energy,0.726636
AL,trn_pass_road,Bus,FCEV,2100,non-energy,0.726636
AL,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.5883
AL,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.5883
AL,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.5654
AL,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.5425
AL,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.5196
AL,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.305679
AL,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.304735
AL,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.303791
AL,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.302847
AL,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.301962
AL,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.295916
AL,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.294988
AL,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.289047
AL,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.288135
AL,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.287223
AL,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.286311
AL,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.285456
AL,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.284544
AL,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.283632
AL,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.28272
AL,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.28272
AL,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.2668
AL,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.2668
AL,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2668
AL,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2668
AL,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2668
AL,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.144904
AL,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.132337
AL,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.132337
AL,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.132337
AL,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.132337
AL,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.130094
AL,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.130094
AL,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.127851
AL,trn_pass_road_LDV_4W,Car,FCEV,1990,non-energy,0.355
AL,trn_pass_road_LDV_4W,Car,FCEV,2005,non-energy,0.355
AL,trn_pass_road_LDV_4W,Car,FCEV,2010,non-energy,0.355
AL,trn_pass_road_LDV_4W,Car,FCEV,2015,non-energy,0.355
AL,trn_pass_road_LDV_4W,Car,FCEV,2020,non-energy,0.355
AL,trn_pass_road_LDV_4W,Car,FCEV,2025,non-energy,0.18172
AL,trn_pass_road_LDV_4W,Car,FCEV,2030,non-energy,0.15399
AL,trn_pass_road_LDV_4W,Car,FCEV,2035,non-energy,0.15399
AL,trn_pass_road_LDV_4W,Car,FCEV,2040,non-energy,0.150214
AL,trn_pass_road_LDV_4W,Car,FCEV,2045,non-energy,0.146379
AL,trn_pass_road_LDV_4W,Car,FCEV,2050,non-energy,0.140186
AL,trn_pass_road_LDV_4W,Car,FCEV,2055,non-energy,0.139954
AL,trn_pass_road_LDV_4W,Car,FCEV,2060,non-energy,0.137313
AL,trn_pass_road_LDV_4W,Car,FCEV,2065,non-energy,0.137085
AL,trn_pass_road_LDV_4W,Car,FCEV,2070,non-energy,0.136857
AL,trn_pass_road_LDV_4W,Car,FCEV,2075,non-energy,0.136572
AL,trn_pass_road_LDV_4W,Car,FCEV,2080,non-energy,0.136344
AL,trn_pass_road_LDV_4W,Car,FCEV,2085,non-energy,0.136116
AL,trn_pass_road_LDV_4W,Car,FCEV,2090,non-energy,0.135888
AL,trn_pass_road_LDV_4W,Car,FCEV,2095,non-energy,0.13566
AL,trn_pass_road_LDV_4W,Car,FCEV,2100,non-energy,0.13566
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,0.4024
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.4024
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.4024
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4024
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4032
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.219362
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.200836
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.200836
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.200836
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.200836
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.197432
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.197432
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.194028
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1990,non-energy,0.5308
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,non-energy,0.5308
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,non-energy,0.5308
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,non-energy,0.5308
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,non-energy,0.5324
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,non-energy,0.272757
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,non-energy,0.231398
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,non-energy,0.231398
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,non-energy,0.225793
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,non-energy,0.220129
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,non-energy,0.210888
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,non-energy,0.21054
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,non-energy,0.206568
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,non-energy,0.206226
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,non-energy,0.205884
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,non-energy,0.205542
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,non-energy,0.2052
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,non-energy,0.204858
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,non-energy,0.204516
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,non-energy,0.204174
AL,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,non-energy,0.204174
AR,trn_freight_road,Heavy truck,BEV,1990,non-energy,1.2336
AR,trn_freight_road,Heavy truck,BEV,2005,non-energy,1.2336
AR,trn_freight_road,Heavy truck,BEV,2010,non-energy,1.2336
AR,trn_freight_road,Heavy truck,BEV,2015,non-energy,1.2336
AR,trn_freight_road,Heavy truck,BEV,2020,non-energy,1.2336
AR,trn_freight_road,Heavy truck,BEV,2025,non-energy,0.539305
AR,trn_freight_road,Heavy truck,BEV,2030,non-energy,0.496584
AR,trn_freight_road,Heavy truck,BEV,2035,non-energy,0.4455
AR,trn_freight_road,Heavy truck,BEV,2040,non-energy,0.376488
AR,trn_freight_road,Heavy truck,BEV,2045,non-energy,0.322524
AR,trn_freight_road,Heavy truck,BEV,2050,non-energy,0.274598
AR,trn_freight_road,Heavy truck,BEV,2055,non-energy,0.279027
AR,trn_freight_road,Heavy truck,BEV,2060,non-energy,0.287885
AR,trn_freight_road,Heavy truck,BEV,2065,non-energy,0.292314
AR,trn_freight_road,Heavy truck,BEV,2070,non-energy,0.292314
AR,trn_freight_road,Heavy truck,BEV,2075,non-energy,0.292314
AR,trn_freight_road,Heavy truck,BEV,2080,non-energy,0.292314
AR,trn_freight_road,Heavy truck,BEV,2085,non-energy,0.301172
AR,trn_freight_road,Heavy truck,BEV,2090,non-energy,0.301172
AR,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.296743
AR,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.296743
AR,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
AR,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
AR,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
AR,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
AR,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
AR,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.31603
AR,trn_freight_road,Heavy truck,FCEV,2030,non-energy,0.30987
AR,trn_freight_road,Heavy truck,FCEV,2035,non-energy,0.298848
AR,trn_freight_road,Heavy truck,FCEV,2040,non-energy,0.274743
AR,trn_freight_road,Heavy truck,FCEV,2045,non-energy,0.260028
AR,trn_freight_road,Heavy truck,FCEV,2050,non-energy,0.249674
AR,trn_freight_road,Heavy truck,FCEV,2055,non-energy,0.253701
AR,trn_freight_road,Heavy truck,FCEV,2060,non-energy,0.261755
AR,trn_freight_road,Heavy truck,FCEV,2065,non-energy,0.265782
AR,trn_freight_road,Heavy truck,FCEV,2070,non-energy,0.265782
AR,trn_freight_road,Heavy truck,FCEV,2075,non-energy,0.265782
AR,trn_freight_road,Heavy truck,FCEV,2080,non-energy,0.265782
AR,trn_freight_road,Heavy truck,FCEV,2085,non-energy,0.273836
AR,trn_freight_road,Heavy truck,FCEV,2090,non-energy,0.273836
AR,trn_freight_road,Heavy truck,FCEV,2095,non-energy,0.269809
AR,trn_freight_road,Heavy truck,FCEV,2100,non-energy,0.269809
AR,trn_freight_road,Light truck,BEV,1990,non-energy,0.2025
AR,trn_freight_road,Light truck,BEV,2005,non-energy,0.2025
AR,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
AR,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
AR,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
AR,trn_freight_road,Light truck,BEV,2025,non-energy,0.12454
AR,trn_freight_road,Light truck,BEV,2030,non-energy,0.119328
AR,trn_freight_road,Light truck,BEV,2035,non-energy,0.119328
AR,trn_freight_road,Light truck,BEV,2040,non-energy,0.113904
AR,trn_freight_road,Light truck,BEV,2045,non-energy,0.112096
AR,trn_freight_road,Light truck,BEV,2050,non-energy,0.112096
AR,trn_freight_road,Light truck,BEV,2055,non-energy,0.113904
AR,trn_freight_road,Light truck,BEV,2060,non-energy,0.11752
AR,trn_freight_road,Light truck,BEV,2065,non-energy,0.119328
AR,trn_freight_road,Light truck,BEV,2070,non-energy,0.119328
AR,trn_freight_road,Light truck,BEV,2075,non-energy,0.119328
AR,trn_freight_road,Light truck,BEV,2080,non-energy,0.119328
AR,trn_freight_road,Light truck,BEV,2085,non-energy,0.122944
AR,trn_freight_road,Light truck,BEV,2090,non-energy,0.122944
AR,trn_freight_road,Light truck,BEV,2095,non-energy,0.121136
AR,trn_freight_road,Light truck,BEV,2100,non-energy,0.121136
AR,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
AR,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
AR,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
AR,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
AR,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
AR,trn_freight_road,Light truck,FCEV,2025,non-energy,0.148785
AR,trn_freight_road,Light truck,FCEV,2030,non-energy,0.133584
AR,trn_freight_road,Light truck,FCEV,2035,non-energy,0.133584
AR,trn_freight_road,Light truck,FCEV,2040,non-energy,0.125244
AR,trn_freight_road,Light truck,FCEV,2045,non-energy,0.121024
AR,trn_freight_road,Light truck,FCEV,2050,non-energy,0.118792
AR,trn_freight_road,Light truck,FCEV,2055,non-energy,0.120708
AR,trn_freight_road,Light truck,FCEV,2060,non-energy,0.12454
AR,trn_freight_road,Light truck,FCEV,2065,non-energy,0.126456
AR,trn_freight_road,Light truck,FCEV,2070,non-energy,0.126456
AR,trn_freight_road,Light truck,FCEV,2075,non-energy,0.126456
AR,trn_freight_road,Light truck,FCEV,2080,non-energy,0.126456
AR,trn_freight_road,Light truck,FCEV,2085,non-energy,0.130288
AR,trn_freight_road,Light truck,FCEV,2090,non-energy,0.130288
AR,trn_freight_road,Light truck,FCEV,2095,non-energy,0.128372
AR,trn_freight_road,Light truck,FCEV,2100,non-energy,0.128372
AR,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
AR,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
AR,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
AR,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
AR,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
AR,trn_freight_road,Medium truck,BEV,2025,non-energy,0.25597
AR,trn_freight_road,Medium truck,BEV,2030,non-energy,0.252516
AR,trn_freight_road,Medium truck,BEV,2035,non-energy,0.245124
AR,trn_freight_road,Medium truck,BEV,2040,non-energy,0.226926
AR,trn_freight_road,Medium truck,BEV,2045,non-energy,0.21638
AR,trn_freight_road,Medium truck,BEV,2050,non-energy,0.209436
AR,trn_freight_road,Medium truck,BEV,2055,non-energy,0.212814
AR,trn_freight_road,Medium truck,BEV,2060,non-energy,0.21957
AR,trn_freight_road,Medium truck,BEV,2065,non-energy,0.222948
AR,trn_freight_road,Medium truck,BEV,2070,non-energy,0.222948
AR,trn_freight_road,Medium truck,BEV,2075,non-energy,0.222948
AR,trn_freight_road,Medium truck,BEV,2080,non-energy,0.222948
AR,trn_freight_road,Medium truck,BEV,2085,non-energy,0.229704
AR,trn_freight_road,Medium truck,BEV,2090,non-energy,0.229704
AR,trn_freight_road,Medium truck,BEV,2095,non-energy,0.226326
AR,trn_freight_road,Medium truck,BEV,2100,non-energy,0.226326
AR,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
AR,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
AR,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
AR,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
AR,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
AR,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.235495
AR,trn_freight_road,Medium truck,FCEV,2030,non-energy,0.23595
AR,trn_freight_road,Medium truck,FCEV,2035,non-energy,0.232782
AR,trn_freight_road,Medium truck,FCEV,2040,non-energy,0.219177
AR,trn_freight_road,Medium truck,FCEV,2045,non-energy,0.212784
AR,trn_freight_road,Medium truck,FCEV,2050,non-energy,0.209808
AR,trn_freight_road,Medium truck,FCEV,2055,non-energy,0.213192
AR,trn_freight_road,Medium truck,FCEV,2060,non-energy,0.21996
AR,trn_freight_road,Medium truck,FCEV,2065,non-energy,0.223344
AR,trn_freight_road,Medium truck,FCEV,2070,non-energy,0.223344
AR,trn_freight_road,Medium truck,FCEV,2075,non-energy,0.223344
AR,trn_freight_road,Medium truck,FCEV,2080,non-energy,0.223344
AR,trn_freight_road,Medium truck,FCEV,2085,non-energy,0.230112
AR,trn_freight_road,Medium truck,FCEV,2090,non-energy,0.230112
AR,trn_freight_road,Medium truck,FCEV,2095,non-energy,0.226728
AR,trn_freight_road,Medium truck,FCEV,2100,non-energy,0.226728
AR,trn_pass_road,Bus,BEV,1990,non-energy,2.07
AR,trn_pass_road,Bus,BEV,2005,non-energy,2.07
AR,trn_pass_road,Bus,BEV,2010,non-energy,2.07
AR,trn_pass_road,Bus,BEV,2015,non-energy,2.07
AR,trn_pass_road,Bus,BEV,2020,non-energy,2.07
AR,trn_pass_road,Bus,BEV,2025,non-energy,0.960765
AR,trn_pass_road,Bus,BEV,2030,non-energy,0.939708
AR,trn_pass_road,Bus,BEV,2035,non-energy,0.903804
AR,trn_pass_road,Bus,BEV,2040,non-energy,0.828513
AR,trn_pass_road,Bus,BEV,2045,non-energy,0.781696
AR,trn_pass_road,Bus,BEV,2050,non-energy,0.747968
AR,trn_pass_road,Bus,BEV,2055,non-energy,0.760032
AR,trn_pass_road,Bus,BEV,2060,non-energy,0.78416
AR,trn_pass_road,Bus,BEV,2065,non-energy,0.796224
AR,trn_pass_road,Bus,BEV,2070,non-energy,0.796224
AR,trn_pass_road,Bus,BEV,2075,non-energy,0.796224
AR,trn_pass_road,Bus,BEV,2080,non-energy,0.796224
AR,trn_pass_road,Bus,BEV,2085,non-energy,0.820352
AR,trn_pass_road,Bus,BEV,2090,non-energy,0.820352
AR,trn_pass_road,Bus,BEV,2095,non-energy,0.808288
AR,trn_pass_road,Bus,BEV,2100,non-energy,0.808288
AR,trn_pass_road,Bus,FCEV,1990,non-energy,1.4364
AR,trn_pass_road,Bus,FCEV,2005,non-energy,1.4364
AR,trn_pass_road,Bus,FCEV,2010,non-energy,1.4364
AR,trn_pass_road,Bus,FCEV,2015,non-energy,1.4364
AR,trn_pass_road,Bus,FCEV,2020,non-energy,1.4364
AR,trn_pass_road,Bus,FCEV,2025,non-energy,0.86255
AR,trn_pass_road,Bus,FCEV,2030,non-energy,0.868956
AR,trn_pass_road,Bus,FCEV,2035,non-energy,0.862026
AR,trn_pass_road,Bus,FCEV,2040,non-energy,0.816291
AR,trn_pass_road,Bus,FCEV,2045,non-energy,0.796886
AR,trn_pass_road,Bus,FCEV,2050,non-energy,0.790376
AR,trn_pass_road,Bus,FCEV,2055,non-energy,0.803124
AR,trn_pass_road,Bus,FCEV,2060,non-energy,0.82862
AR,trn_pass_road,Bus,FCEV,2065,non-energy,0.841368
AR,trn_pass_road,Bus,FCEV,2070,non-energy,0.841368
AR,trn_pass_road,Bus,FCEV,2075,non-energy,0.841368
AR,trn_pass_road,Bus,FCEV,2080,non-energy,0.841368
AR,trn_pass_road,Bus,FCEV,2085,non-energy,0.866864
AR,trn_pass_road,Bus,FCEV,2090,non-energy,0.866864
AR,trn_pass_road,Bus,FCEV,2095,non-energy,0.854116
AR,trn_pass_road,Bus,FCEV,2100,non-energy,0.854116
AR,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.5883
AR,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.5883
AR,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.5654
AR,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.5425
AR,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.5196
AR,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.336765
AR,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.34089
AR,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.339834
AR,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.323379
AR,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.317316
AR,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.316324
AR,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.320418
AR,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.329615
AR,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.33363
AR,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.332574
AR,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.331518
AR,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.330528
AR,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.339456
AR,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.338368
AR,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.33232
AR,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.33232
AR,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.2668
AR,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.2668
